,link_ping
2966,62
2967,79
2968,98
2969,5000
2970,40
2971,37
2972,51
2973,55
2974,43
2975,51
2976,49
2977,68
2978,64
2979,45
2980,44
2981,58
2982,61
2983,58
2984,45
2985,53
2986,112
2987,122
2988,51
2989,68
2990,108
2991,66
2992,64
2993,54
2994,88
2995,59
2996,64
2997,70
2998,57
2999,64
3000,91
3001,69
3002,80
3003,62
3004,60
3005,64
3006,87
3007,67
3008,50
3009,48
3010,49
3011,79
3012,55
3013,77
3014,65
3015,76
3016,61
3017,81
3018,68
3019,66
3020,99
3021,105
3022,95
3023,1718
3024,1726
3025,59
3026,53
3027,58
3028,69
3029,57
3030,94
3031,59
3032,62
3033,81
3034,72
3035,1707
3036,49
3037,55
3038,228
3039,75
3040,72
3041,96
3042,88
3043,71
3044,67
3045,1733
3046,137
3047,99
3048,79
3049,54
3050,56
3051,62
3052,54
3053,62
3054,68
3055,54
3056,65
3057,91
3058,35
3059,100
3060,69
3061,62
3062,70
3063,50
3064,57
3065,55
3066,59
3067,71
3068,63
3069,65
3070,84
3071,57
3072,60
3073,66
3074,58
3075,74
3076,1707
3077,54
3078,62
3079,87
3080,87
3081,59
3082,67
3083,61
3084,51
3085,63
3086,61
3087,67
3088,45
3089,71
3090,92
3091,1707
3092,89
3093,57
3094,87
3095,53
3096,58
3097,79
3098,46
3099,54
3100,55
3101,79
3102,78
3103,41
3104,68
3105,48
3106,1702
3107,73
3108,40
3109,54
3110,60
3111,76
3112,228
3113,479
3114,48
3115,81
3116,59
3117,50
3118,50
3119,72
3120,58
3121,50
3122,182
3123,5000
3124,81
3125,104
3126,198
3127,86
3128,42
3129,44
3130,83
3131,153
3132,77
3133,65
3134,55
3135,64
3136,126
3137,217
3138,78
3139,55
3140,65
3141,74
3142,76
3143,95
3144,97
3145,50
3146,48
3147,44
3148,78
3149,67
3150,55
3151,105
3152,42
3153,63
3154,59
3155,64
3156,78
3157,76
3158,66
3159,65
3160,84
3161,77
3162,44
3163,53
3164,69
3165,55
3166,69
3167,51
3168,93
3169,104
3170,79
3171,111
3172,34
3173,89
3174,54
3175,56
3176,75
3177,3347
3178,49
3179,56
3180,5000
3181,77
3182,42
3183,72
3184,59
3185,50
3186,89
3187,99
3188,56
3189,54
3190,58
3191,71
3192,57
3193,53
3194,59
3195,70
3196,75
3197,63
3198,85
3199,84
3200,54
3201,69
3202,48
3203,59
3204,82
3205,75
3206,53
3207,5000
3208,65
3209,120
3210,80
3211,77
3212,2556
3213,132
3214,82
3215,71
3216,60
3217,80
3218,82
3219,106
3220,43
3221,70
3222,53
3223,76
3224,75
3225,56
3226,69
3227,48
3228,51
3229,62
3230,65
3231,63
3232,43
3233,78
3234,67
3235,59
3236,67
3237,5000
3238,120
3239,76
3240,50
3241,53
3242,63
3243,72
3244,68
3245,53
3246,53
3247,2556
3248,68
3249,86
3250,56
3251,54
3252,72
3253,66
3254,53
3255,67
3256,5000
3257,60
3258,62
3259,47
3260,49
3261,62
3262,79
3263,77
3264,55
3265,67
3266,37
3267,70
3268,55
3269,81
3270,94
3271,63
3272,91
3273,78
3274,157
3275,74
3276,44
3277,63
3278,83
3279,55
3280,70
3281,47
3282,41
3283,69
3284,80
3285,72
3286,80
3287,52
3288,59
3289,57
3290,57
3291,62
3292,76
3293,74
3294,54
3295,66
3296,45
3297,73
3298,83
3299,60
3300,66
3301,5000
3302,92
3303,63
3304,64
3305,49
3306,57
3307,94
3308,117
3309,92
3310,66
3311,2556
3312,146
3313,77
3314,65
3315,60
3316,50
3317,59
3318,80
3319,56
3320,81
3321,56
3322,61
3323,60
3324,250
3325,75
3326,50
3327,38
3328,42
3329,84
3330,92
3331,53
3332,61
3333,57
3334,68
3335,66
3336,93
3337,53
3338,56
3339,55
3340,114
3341,92
3342,73
3343,79
3344,56
3345,59
3346,92
3347,83
3348,47
3349,54
3350,41
3351,59
3352,102
3353,56
3354,74
3355,5000
3356,224
3357,38
3358,41
3359,53
3360,122
3361,128
3362,83
3363,44
3364,77
3365,57
3366,78
3367,56
3368,94
3369,106
3370,56
3371,56
3372,75
3373,181
3374,56
3375,35
3376,100
3377,59
3378,59
3379,74
3380,3347
3381,49
3382,56
3383,5000
3384,77
3385,38
3386,54
3387,81
3388,678
3389,216
3390,5000
3391,89
3392,56
3393,60
3394,48
3395,63
3396,51
3397,76
3398,1707
3399,65
3400,628
3401,99
3402,72
3403,65
3404,55
3405,72
3406,57
3407,60
3408,68
3409,72
3410,59
3411,54
3412,68
3413,55
3414,71
3415,81
3416,60
3417,79
3418,69
3419,1551
3420,110
3421,65
3422,83
3423,64
3424,73
3425,41
3426,56
3427,73
3428,54
3429,67
3430,45
3431,72
3432,90
3433,1707
3434,53
3435,38
3436,55
3437,47
3438,63
3439,93
3440,64
3441,96
3442,68
3443,59
3444,66
3445,62
3446,62
3447,92
3448,56
3449,69
3450,42
3451,91
3452,65
3453,53
3454,81
3455,38
3456,63
3457,54
3458,64
3459,74
3460,45
3461,76
3462,111
3463,61
3464,65
3465,806
3466,74
3467,108
3468,59
3469,49
3470,44
3471,71
3472,51
3473,56
3474,72
3475,47
3476,81
3477,68
3478,68
3479,57
3480,43
3481,79
3482,90
3483,78
3484,74
3485,45
3486,93
3487,54
3488,1734
3489,87
3490,71
3491,81
3492,64
3493,78
3494,72
3495,59
3496,69
3497,45
3498,3408
3499,105
3500,2556
3501,94
3502,104
3503,71
3504,60
3505,762
3506,71
3507,63
3508,80
3509,113
3510,58
3511,86
3512,68
3513,57
3514,66
3515,5000
3516,77
3517,90
3518,53
3519,74
3520,63
3521,51
3522,63
3523,121
3524,73
3525,71
3526,134
3527,47
3528,72
3529,73
3530,50
3531,115
3532,63
3533,65
3534,178
3535,58
3536,75
3537,63
3538,61
3539,71
3540,37
3541,115
3542,39
3543,81
3544,82
3545,5000
3546,51
3547,68
3548,59
3549,73
3550,61
3551,107
3552,85
3553,77
3554,52
3555,58
3556,115
3557,67
3558,70
3559,78
3560,41
3561,76
3562,70
3563,53
3564,85
3565,59
3566,53
3567,55
3568,3408
3569,78
3570,39
3571,58
3572,77
3573,54
3574,66
3575,5000
3576,54
3577,60
3578,53
3579,49
3580,62
3581,63
3582,59
3583,2467
3584,81
3585,50
3586,56
3587,55
3588,77
3589,67
3590,51
3591,76
3592,99
3593,60
3594,54
3595,45
3596,76
3597,111
3598,61
3599,93
3600,45
3601,78
3602,62
3603,70
3604,70
3605,5000
3606,64
3607,64
3608,47
3609,49
3610,5000
3611,68
3612,126
3613,49
3614,51
3615,102
3616,81
3617,52
3618,64
3619,48
3620,38
3621,95
3622,65
3623,62
3624,77
3625,1343
3626,136
3627,84
3628,61
3629,48
3630,5000
3631,84
3632,66
3633,52
3634,49
3635,1091
3636,53
3637,52
3638,60
3639,63
3640,58
3641,54
3642,68
3643,70
3644,74
3645,42
3646,63
3647,86
3648,54
3649,59
3650,262
3651,65
3652,73
3653,66
3654,95
3655,44
3656,72
3657,87
3658,53
3659,55
3660,43
3661,59
3662,82
3663,75
3664,54
3665,568
3666,150
3667,64
3668,64
3669,56
3670,81
3671,56
3672,55
3673,77
3674,67
3675,54
3676,48
3677,47
3678,228
3679,43
3680,49
3681,61
3682,59
3683,49
3684,416
3685,90
3686,49
3687,53
3688,49
3689,538
3690,84
3691,68
3692,53
3693,49
3694,5000
3695,98
3696,113
3697,94
3698,49
3699,5000
3700,69
3701,79
3702,53
3703,61
3704,42
3705,71
3706,68
3707,56
3708,122
3709,89
3710,70
3711,71
3712,50
3713,55
3714,63
3715,72
3716,61
3717,53
3718,91
3719,66
3720,71
3721,87
3722,63
3723,230
3724,54
3725,85
3726,119
3727,52
3728,46
3729,66
3730,94
3731,74
3732,64
3733,90
3734,50
3735,62
3736,77
3737,53
3738,64
3739,60
3740,93
3741,57
3742,68
3743,43
3744,60
3745,115
3746,58
3747,61
3748,371
3749,55
3750,57
3751,61
3752,95
3753,2556
3754,80
3755,84
3756,73
3757,59
3758,41
3759,92
3760,73
3761,65
3762,70
3763,2556
3764,85
3765,73
3766,79
3767,70
3768,2556
3769,119
3770,78
3771,64
3772,60
3773,2556
3774,66
3775,56
3776,66
3777,56
3778,39
3779,57
3780,48
3781,61
3782,74
3783,2556
3784,116
3785,77
3786,64
3787,56
3788,35
3789,100
3790,61
3791,62
3792,70
3793,40
3794,57
3795,76
3796,62
3797,59
3798,59
3799,82
3800,56
3801,53
3802,87
3803,5000
3804,56
3805,63
3806,74
3807,93
3808,51
3809,59
3810,66
3811,58
3812,174
3813,54
3814,67
3815,80
3816,56
3817,66
3818,2556
3819,93
3820,68
3821,72
3822,63
3823,2556
3824,120
3825,53
3826,69
3827,61
3828,62
3829,104
3830,79
3831,56
3832,67
3833,2556
3834,75
3835,75
3836,77
3837,65
3838,2281
3839,63
3840,91
3841,80
3842,58
3843,89
3844,65
3845,59
3846,83
3847,64
3848,95
3849,97
3850,50
3851,48
3852,54
3853,65
3854,66
3855,54
3856,50
3857,71
3858,57
3859,87
3860,678
3861,71
3862,57
3863,54
3864,1707
3865,67
3866,371
3867,79
3868,57
3869,61
3870,174
3871,46
3872,58
3873,62
3874,58
3875,67
3876,161
3877,66
3878,59
3879,73
3880,51
3881,5000
3882,53
3883,56
3884,65
3885,87
3886,84
3887,137
3888,45
3889,80
3890,53
3891,708
3892,54
3893,57
3894,55
3895,96
3896,4180
3897,52
3898,87
3899,57
3900,49
3901,2556
3902,68
3903,115
3904,76
3905,60
3906,44
3907,75
3908,77
3909,62
3910,72
3911,51
3912,88
3913,79
3914,55
3915,69
3916,58
3917,52
3918,63
3919,55
3920,65
3921,5000
3922,56
3923,63
3924,41
3925,53
3926,47
3927,125
3928,87
3929,60
3930,67
3931,2556
3932,211
3933,110
3934,99
3935,83
3936,62
3937,68
3938,52
3939,55
3940,75
3941,2556
3942,77
3943,60
3944,63
3945,522
3946,66
3947,54
3948,89
3949,59
3950,67
3951,2556
3952,85
3953,73
3954,79
3955,59
3956,40
3957,77
3958,63
3959,57
3960,69
3961,70
3962,54
3963,60
3964,92
3965,55
3966,44
3967,167
3968,65
3969,84
3970,77
3971,2556
3972,2556
3973,2556
3974,5000
3975,112
3976,140
3977,99
3978,56
3979,63
3980,66
3981,119
3982,43
3983,247
3984,85
3985,68
3986,87
3987,57
3988,59
3989,59
3990,57
3991,2556
3992,113
3993,66
3994,65
3995,59
3996,2026
3997,5000
3998,213
3999,52
4000,52
4001,78
4002,50
4003,54
4004,58
4005,54
4006,70
4007,53
4008,111
4009,83
4010,75
4011,197
4012,54
4013,61
4014,49
4015,88
4016,5000
4017,73
4018,43
4019,43
4020,74
4021,59
4022,101
4023,71
4024,79
4025,87
4026,2556
4027,145
4028,64
4029,71
4030,56
4031,1307
4032,71
4033,55
4034,82
4035,52
4036,64
4037,57
4038,74
4039,55
4040,95
4041,59
4042,71
4043,100
4044,48
4045,58
4046,478
4047,113
4048,64
4049,376
4050,57
4051,508
4052,73
4053,107
4054,74
4055,70
4056,50
4057,59
4058,63
4059,56
4060,81
4061,66
4062,63
4063,62
4064,67
4065,60
4066,2556
4067,95
4068,69
4069,61
4070,63
4071,188
4072,57
4073,57
4074,51
4075,47
4076,2556
4077,117
4078,60
4079,69
4080,68
4081,2556
4082,109
4083,63
4084,73
4085,58
4086,2556
4087,2556
4088,134
4089,46
4090,64
4091,62
4092,88
4093,59
4094,51
4095,44
4096,78
4097,64
4098,57
4099,59
4100,5000
4101,57
4102,60
4103,48
4104,50
4105,2556
4106,95
4107,76
4108,77
4109,62
4110,44
4111,139
4112,71
4113,53
4114,216
4115,5000
4116,48
4117,59
4118,69
4119,57
4120,2556
4121,78
4122,73
4123,70
4124,57
4125,2556
4126,109
4127,70
4128,78
4129,62
4130,49
4131,58
4132,83
4133,57
4134,69
4135,2556
4136,97
4137,60
4138,68
4139,56
4140,73
4141,59
4142,52
4143,55
4144,61
4145,121
4146,65
4147,61
4148,61
4149,49
4150,67
4151,57
4152,55
4153,59
4154,71
4155,59
4156,74
4157,64
4158,228
4159,2556
4160,2556
4161,106
4162,75
4163,80
4164,64
4165,65
4166,79
4167,54
4168,59
4169,492
4170,50
4171,51
4172,64
4173,56
4174,49
4175,72
4176,97
4177,53
4178,53
4179,88
4180,105
4181,57
4182,80
4183,56
4184,56
4185,76
4186,76
4187,57
4188,66
4189,51
4190,46
4191,65
4192,53
4193,72
4194,59
4195,74
4196,116
4197,73
4198,178
4199,2556
4200,88
4201,55
4202,89
4203,67
4204,2556
4205,126
4206,61
4207,79
4208,67
4209,97
4210,74
4211,39
4212,70
4213,60
4214,2556
4215,91
4216,100
4217,75
4218,60
4219,2556
4220,123
4221,64
4222,87
4223,58
4224,41
4225,98
4226,89
4227,62
4228,68
4229,2556
4230,86
4231,74
4232,80
4233,62
4234,5000
4235,52
4236,66
4237,67
4238,55
4239,56
4240,111
4241,57
4242,56
4243,118
4244,1779
4245,49
4246,74
4247,49
4248,56
4249,2556
4250,162
4251,63
4252,71
4253,60
4254,2556
4255,133
4256,71
4257,89
4258,55
4259,2556
4260,64
4261,73
4262,92
4263,53
4264,2556
4265,68
4266,57
4267,76
4268,56
4269,46
4270,139
4271,62
4272,54
4273,67
4274,215
4275,71
4276,76
4277,64
4278,68
4279,2556
4280,120
4281,85
4282,64
4283,60
4284,40
4285,104
4286,59
4287,56
4288,68
4289,2556
4290,163
4291,70
4292,79
4293,69
4294,51
4295,49
4296,62
4297,71
4298,89
4299,2556
4300,44
4301,5000
4302,76
4303,80
4304,2556
4305,152
4306,68
4307,74
4308,56
4309,75
4310,85
4311,69
4312,77
4313,56
4314,102
4315,87
4316,42
4317,64
4318,58
4319,2556
4320,1177
4321,70
4322,124
4323,146
4324,61
4325,70
4326,51
4327,56
4328,73
4329,2556
4330,101
4331,69
4332,64
4333,63
4334,2556
4335,151
4336,71
4337,81
4338,63
4339,49
4340,107
4341,70
4342,63
4343,82
4344,41
4345,70
4346,61
4347,81
4348,107
4349,2556
4350,72
4351,54
4352,88
4353,191
4354,4293
4355,72
4356,83
4357,78
4358,55
4359,5000
4360,60
4361,62
4362,47
4363,49
4364,44
4365,80
4366,61
4367,55
4368,80
4369,65
4370,80
4371,50
4372,5000
4373,90
4374,2556
4375,83
4376,73
4377,69
4378,63
4379,203
4380,50
4381,59
4382,67
4383,55
4384,826
4385,60
4386,56
4387,83
4388,53
4389,48
4390,88
4391,38
4392,78
4393,80
4394,107
4395,3513
4396,2556
4397,59
4398,146
4399,90
4400,72
4401,68
4402,89
4403,87
4404,66
4405,77
4406,47
4407,56
4408,56
4409,66
4410,2556
4411,2556
4412,153
4413,93
4414,69
4415,80
4416,107
4417,66
4418,78
4419,65
4420,78
4421,57
4422,59
4423,60
4424,1769
4425,96
4426,163
4427,68
4428,59
4429,178
4430,67
4431,76
4432,47
4433,89
4434,328
4435,91
4436,53
4437,66
4438,48
4439,38
4440,70
4441,47
4442,58
4443,93
4444,64
4445,111
4446,61
4447,75
4448,56
4449,80
4450,67
4451,61
4452,71
4453,56
4454,2556
4455,92
4456,69
4457,79
4458,60
4459,59
4460,69
4461,55
4462,3408
4463,105
4464,45
4465,65
4466,71
4467,56
4468,69
4469,2556
4470,135
4471,63
4472,72
4473,56
4474,66
4475,61
4476,84
4477,62
4478,53
4479,54
4480,90
4481,79
4482,55
4483,66
4484,2556
4485,145
4486,84
4487,83
4488,283
4489,2552
4490,59
4491,58
4492,3366
4493,512
4494,44
4495,58
4496,80
4497,56
4498,77
4499,2556
4500,102
4501,60
4502,71
4503,63
4504,62
4505,104
4506,67
4507,56
4508,67
4509,37
4510,40
4511,53
4512,82
4513,56
4514,51
4515,53
4516,80
4517,86
4518,43
4519,102
4520,88
4521,5000
4522,75
4523,2556
4524,75
4525,54
4526,86
4527,46
4528,45
4529,53
4530,64
4531,75
4532,89
4533,70
4534,72
4535,64
4536,59
4537,1716
4538,3403
4539,61
4540,64
4541,57
4542,60
4543,2556
4544,88
4545,67
4546,71
4547,53
4548,2556
4549,115
4550,79
4551,80
4552,58
4553,1243
4554,71
4555,47
4556,81
4557,53
4558,51
4559,57
4560,61
4561,67
4562,78
4563,61
4564,84
4565,153
4566,72
4567,64
4568,46
4569,57
4570,59
4571,63
4572,39
4573,43
4574,68
4575,56
4576,129
4577,57
4578,231
4579,52
4580,56
4581,45
4582,47
4583,1875
4584,77
4585,5000
4586,71
4587,56
4588,2556
4589,70
4590,76
4591,66
4592,56
4593,2556
4594,98
4595,87
4596,78
4597,62
4598,68
4599,53
4600,57
4601,50
4602,73
4603,123
4604,313
4605,133
4606,53
4607,105
4608,64
4609,70
4610,57
4611,57
4612,74
4613,154
4614,54
4615,42
4616,56
4617,88
4618,101
4619,72
4620,55
4621,63
4622,90
4623,1442
4624,73
4625,50
4626,3366
4627,57
4628,2556
4629,88
4630,67
4631,71
4632,53
4633,72
4634,96
4635,76
4636,73
4637,59
4638,2556
4639,63
4640,5000
4641,87
4642,49
4643,627
4644,80
4645,67
4646,47
4647,88
4648,278
4649,54
4650,49
4651,67
4652,72
4653,362
4654,61
4655,55
4656,75
4657,75
4658,2556
4659,2556
4660,197
4661,123
4662,73
4663,95
4664,74
4665,77
4666,56
4667,59
4668,2556
4669,74
4670,92
4671,77
4672,67
4673,2556
4674,99
4675,67
4676,71
4677,53
4678,2556
4679,93
4680,73
4681,78
4682,56
4683,2556
4684,152
4685,86
4686,68
4687,56
4688,2556
4689,68
4690,49
4691,74
4692,60
4693,2556
4694,119
4695,91
4696,68
4697,58
4698,4569
4699,54
4700,64
4701,46
4702,96
4703,48
4704,78
4705,65
4706,58
4707,67
4708,2556
4709,135
4710,65
4711,70
4712,66
4713,42
4714,104
4715,74
4716,57
4717,66
4718,2556
4719,119
4720,65
4721,73
4722,58
4723,2556
4724,89
4725,77
4726,216
4727,93
4728,5000
4729,52
4730,54
4731,70
4732,83
4733,38
4734,74
4735,89
4736,53
4737,91
4738,41
4739,97
4740,167
4741,57
4742,53
4743,56
4744,57
4745,65
4746,55
4747,99
4748,39
4749,53
4750,80
4751,3422
4752,84
4753,2556
4754,118
4755,80
4756,66
4757,60
4758,5000
4759,58
4760,83
4761,77
4762,98
4763,492
4764,52
4765,46
4766,61
4767,67
4768,66
4769,58
4770,74
4771,1707
4772,65
4773,2556
4774,75
4775,80
4776,73
4777,60
4778,63
4779,59
4780,91
4781,60
4782,59
4783,182
4784,117
4785,75
4786,83
4787,59
4788,445
4789,54
4790,50
4791,58
4792,114
4793,2556
4794,2556
4795,161
4796,116
4797,70
4798,5000
4799,73
4800,93
4801,61
4802,80
4803,2556
4804,110
4805,69
4806,73
4807,60
4808,2556
4809,152
4810,65
4811,138
4812,55
4813,72
4814,98
4815,71
4816,73
4817,58
4818,72
4819,137
4820,42
4821,102
4822,59
4823,45
4824,56
4825,79
4826,59
4827,53
4828,2556
4829,135
4830,70
4831,76
4832,57
4833,59
4834,66
4835,58
4836,55
4837,43
4838,2556
4839,74
4840,76
4841,70
4842,58
4843,49
4844,70
4845,65
4846,54
4847,59
4848,213
4849,80
4850,67
4851,212
4852,59
4853,65
4854,50
4855,68
4856,347
4857,68
4858,59
4859,64
4860,49
4861,2556
4862,2556
4863,128
4864,129
4865,101
4866,97
4867,79
4868,76
4869,57
4870,55
4871,463
4872,83
4873,66
4874,69
4875,466
4876,2556
4877,2556
4878,113
4879,120
4880,82
4881,65
4882,76
4883,73
4884,63
4885,58
4886,2556
4887,2556
4888,2556
4889,84
4890,63
4891,83
4892,83
4893,99
4894,83
4895,70
4896,78
4897,75
4898,56
4899,56
4900,53
4901,70
4902,143
4903,61
4904,72
4905,55
4906,118
4907,92
4908,85
4909,92
4910,57
4911,109
4912,54
4913,61
4914,53
4915,75
4916,44
4917,49
4918,64
4919,54
4920,47
4921,78
4922,49
4923,63
4924,58
4925,52
4926,2298
4927,272
4928,55
4929,60
4930,70
4931,38
4932,63
4933,54
4934,62
4935,74
4936,2556
4937,127
4938,72
4939,75
4940,60
4941,60
4942,63
4943,48
4944,84
4945,65
4946,2660
4947,76
4948,64
4949,44
4950,72
4951,121
4952,123
4953,74
4954,203
4955,58
4956,59
4957,51
4958,45
4959,3408
4960,117
4961,164
4962,150
4963,70
4964,64
4965,56
4966,2556
4967,93
4968,48
4969,78
4970,59
4971,164
4972,103
4973,60
4974,78
4975,57
4976,98
4977,72
4978,88
4979,66
4980,60
4981,215
4982,111
4983,48
4984,48
4985,76
4986,2591
4987,79
4988,54
4989,71
4990,79
4991,90
4992,78
4993,72
4994,479
4995,48
4996,49
4997,51
4998,50
4999,4046
